# ----------------------------------------
# All traffic excluding spam
# Audience Overview
# 20140901-20161231
# ----------------------------------------

Day Index,Sessions,Pageviews
8/19/15,10,53
8/20/15,3,5
8/21/15,5,6
8/22/15,11,41
8/23/15,5,19
8/24/15,9,21
8/25/15,16,45
8/26/15,5,11
8/27/15,7,20
8/28/15,5,24
8/29/15,9,20
8/30/15,5,5
8/31/15,13,44
9/1/15,8,36
9/2/15,4,13
9/3/15,3,30
9/4/15,7,15
9/5/15,7,17
9/6/15,7,21
9/7/15,15,31
9/8/15,4,10
9/9/15,10,33
9/10/15,4,32
9/11/15,8,11
9/12/15,2,2
9/13/15,11,11
9/14/15,3,5
9/15/15,11,18
9/16/15,3,5
9/17/15,9,19
9/18/15,6,6
9/19/15,6,14
9/20/15,2,19
9/21/15,10,33
9/22/15,5,8
9/23/15,4,4
9/24/15,6,10
9/25/15,6,15
9/26/15,4,5
9/27/15,4,8
9/28/15,7,14
9/29/15,5,9
9/30/15,5,11
10/1/15,5,10
10/2/15,1,2
10/3/15,3,4
10/4/15,5,10
10/5/15,10,20
10/6/15,6,6
10/7/15,6,6
10/8/15,2,2
10/9/15,4,5
10/10/15,5,10
10/11/15,9,35
10/12/15,9,13
10/13/15,8,18
10/14/15,10,14
10/15/15,9,10
10/16/15,9,9
10/17/15,4,4
10/18/15,8,20
10/19/15,7,33
10/20/15,9,14
10/21/15,12,23
10/22/15,5,9
10/23/15,6,8
10/24/15,4,14
10/25/15,11,22
10/26/15,11,110
10/27/15,5,23
10/28/15,8,19
10/29/15,8,35
10/30/15,12,43
10/31/15,3,5
11/1/15,3,4
11/2/15,1,1
11/3/15,5,5
11/4/15,6,10
11/5/15,6,10
11/6/15,9,18
11/7/15,9,19
11/8/15,5,6
11/9/15,10,21
11/10/15,5,11
11/11/15,0,0
11/12/15,3,28
11/13/15,2,2
11/14/15,5,11
11/15/15,6,16
11/16/15,6,8
11/17/15,8,20
11/18/15,4,5
11/19/15,2,6
11/20/15,7,32
11/21/15,3,3
11/22/15,1,4
11/23/15,6,14
11/24/15,8,24
11/25/15,1,1
11/26/15,7,13
11/27/15,6,12
11/28/15,5,11
11/29/15,13,19
11/30/15,22,47
12/1/15,13,58
12/2/15,5,5
12/3/15,9,12
12/4/15,4,4
12/5/15,2,6
12/6/15,2,2
12/7/15,4,15
12/8/15,10,12
12/9/15,13,24
12/10/15,10,10
12/11/15,8,8
12/12/15,3,5
12/13/15,4,4
12/14/15,5,27
12/15/15,4,18
12/16/15,4,4
12/17/15,2,2
12/18/15,6,9
12/19/15,3,4
12/20/15,7,17
12/21/15,3,16
12/22/15,8,15
12/23/15,11,34
12/24/15,8,17
12/25/15,3,8
12/26/15,6,17
12/27/15,9,21
12/28/15,4,22
12/29/15,8,38
12/30/15,8,49
12/31/15,5,17
1/1/16,5,10
1/2/16,3,3
1/3/16,5,10
1/4/16,6,29
1/5/16,4,5
1/6/16,2,2
1/7/16,5,8
1/8/16,4,37
1/9/16,4,4
1/10/16,2,2
1/11/16,5,13
1/12/16,9,53
1/13/16,4,28
1/14/16,9,41
1/15/16,6,9
1/16/16,0,0
1/17/16,3,3
1/18/16,4,28
1/19/16,6,8
1/20/16,10,20
1/21/16,3,4
1/22/16,7,18
1/23/16,4,7
1/24/16,4,7
1/25/16,3,4
1/26/16,9,13
1/27/16,13,131
1/28/16,5,28
1/29/16,3,4
1/30/16,6,13
1/31/16,6,12
2/1/16,6,21
2/2/16,2,4
2/3/16,7,33
2/4/16,5,6
2/5/16,1,1
2/6/16,5,10
2/7/16,4,7
2/8/16,6,11
2/9/16,2,2
2/10/16,8,16
2/11/16,8,11
2/12/16,7,17
2/13/16,10,38
2/14/16,13,14
2/15/16,4,32
2/16/16,3,14
2/17/16,1,4
2/18/16,10,33
2/19/16,6,12
2/20/16,4,6
2/21/16,5,21
2/22/16,6,6
2/23/16,13,21
2/24/16,5,10
2/25/16,11,39
2/26/16,3,3
2/27/16,8,11
2/28/16,6,12
2/29/16,4,39
3/1/16,7,9
3/2/16,8,9
3/3/16,8,23
3/4/16,1,1
3/5/16,4,10
3/6/16,37,139
3/7/16,165,588
3/8/16,55,159
3/9/16,140,394
3/10/16,7,8
3/11/16,14,42
3/12/16,6,34
3/13/16,3,31
3/14/16,1,19
3/15/16,6,20
3/16/16,10,37
3/17/16,7,8
3/18/16,3,3
3/19/16,5,13
3/20/16,4,6
3/21/16,5,6
3/22/16,6,23
3/23/16,6,11
3/24/16,7,30
3/25/16,5,38
3/26/16,9,24
3/27/16,15,64
3/28/16,18,35
3/29/16,14,51
3/30/16,9,10
3/31/16,4,6
4/1/16,3,13
4/2/16,5,14
4/3/16,1,1
4/4/16,14,37
4/5/16,16,64
4/6/16,15,38
4/7/16,8,18
4/8/16,14,38
4/9/16,2,2
4/10/16,5,6
4/11/16,7,10
4/12/16,13,15
4/13/16,23,40
4/14/16,9,11
4/15/16,16,36
4/16/16,9,21
4/17/16,5,7
4/18/16,3,12
4/19/16,10,18
4/20/16,16,27
4/21/16,11,26
4/22/16,9,9
4/23/16,8,11
4/24/16,10,24
4/25/16,8,16
4/26/16,10,86
4/27/16,5,5
4/28/16,23,55
4/29/16,13,32
4/30/16,12,30
5/1/16,10,13
5/2/16,15,57
5/3/16,13,48
5/4/16,23,98
5/5/16,17,72
5/6/16,10,27
5/7/16,12,28
5/8/16,13,33
5/9/16,9,73
5/10/16,16,26
5/11/16,13,20
5/12/16,14,22
5/13/16,18,31
5/14/16,12,17
5/15/16,11,36
5/16/16,12,56
5/17/16,23,40
5/18/16,23,84
5/19/16,7,42
5/20/16,9,36
5/21/16,17,62
5/22/16,6,10
5/23/16,14,51
5/24/16,12,35
5/25/16,15,65
5/26/16,7,7
5/27/16,9,14
5/28/16,11,15
5/29/16,8,16
5/30/16,12,37
5/31/16,18,105
6/1/16,8,8
6/2/16,17,45
6/3/16,15,54
6/4/16,9,15
6/5/16,19,32
6/6/16,20,27
6/7/16,10,13
6/8/16,7,13
6/9/16,12,80
6/10/16,9,16
6/11/16,14,87
6/12/16,11,33
6/13/16,12,46
6/14/16,13,27
6/15/16,10,16
6/16/16,9,65
6/17/16,15,90
6/18/16,8,24
6/19/16,13,26
6/20/16,20,64
6/21/16,18,39
6/22/16,21,54
6/23/16,13,103
6/24/16,17,71
6/25/16,7,120
6/26/16,13,26
6/27/16,16,97
6/28/16,18,37
6/29/16,20,49
6/30/16,43,86
7/1/16,27,84
7/2/16,30,45
7/3/16,8,21
7/4/16,6,6
7/5/16,6,17
7/6/16,9,17
7/7/16,9,26
7/8/16,13,37
7/9/16,6,13
7/10/16,10,49
7/11/16,5,57
7/12/16,14,53
7/13/16,5,10
7/14/16,16,123
7/15/16,10,112
7/16/16,11,36
7/17/16,7,15
7/18/16,9,11
7/19/16,12,23
7/20/16,7,7
7/21/16,6,60
7/22/16,5,12
7/23/16,10,27
7/24/16,15,23
7/25/16,6,9
7/26/16,5,37
7/27/16,8,31
7/28/16,8,17
7/29/16,4,6
7/30/16,17,38
7/31/16,6,48
8/1/16,5,20
8/2/16,4,4
8/3/16,11,28
8/4/16,8,23
8/5/16,10,33
8/6/16,5,7
8/7/16,11,17
8/8/16,9,11
8/9/16,9,43
8/10/16,13,25
8/11/16,11,44
8/12/16,6,14
8/13/16,20,57
8/14/16,10,39
8/15/16,9,12
8/16/16,11,28
8/17/16,30,67
8/18/16,11,26
8/19/16,15,56
8/20/16,4,31
8/21/16,43,69
8/22/16,43,101
8/23/16,13,13
8/24/16,15,21
8/25/16,47,109
8/26/16,22,59
8/27/16,13,16
8/28/16,11,69
8/29/16,8,12
8/30/16,7,11
8/31/16,8,30
9/1/16,12,33
9/2/16,8,20
9/3/16,9,19
9/4/16,8,89
9/5/16,8,107
9/6/16,8,88
9/7/16,10,68
9/8/16,2,2
9/9/16,8,34
9/10/16,4,6
9/11/16,13,52
9/12/16,10,16
9/13/16,11,39
9/14/16,8,31
9/15/16,9,39
9/16/16,5,6
9/17/16,3,3
9/18/16,4,10
9/19/16,9,12
9/20/16,5,11
9/21/16,15,47
9/22/16,11,14
9/23/16,13,17
9/24/16,12,31
9/25/16,7,10
9/26/16,15,26
9/27/16,15,45
9/28/16,32,56
9/29/16,17,43
9/30/16,5,16
10/1/16,20,68
10/2/16,19,37
10/3/16,24,99
10/4/16,9,11
10/5/16,6,26
10/6/16,7,16
10/7/16,9,40
10/8/16,8,13
10/9/16,9,16
10/10/16,13,38
10/11/16,11,19
10/12/16,8,12
10/13/16,9,13
10/14/16,7,9
10/15/16,8,9
10/16/16,7,45
10/17/16,7,16
10/18/16,12,50
10/19/16,10,19
10/20/16,12,24
10/21/16,8,41
10/22/16,10,39
10/23/16,10,29
10/24/16,11,39
10/25/16,15,17
10/26/16,11,16
10/27/16,17,44
10/28/16,12,61
10/29/16,9,12
10/30/16,17,22
10/31/16,5,14
11/1/16,15,36
11/2/16,7,7
11/3/16,3,3
11/4/16,6,38
11/5/16,8,12
11/6/16,18,58
11/7/16,17,29
11/8/16,6,23
11/9/16,5,32
11/10/16,11,15
11/11/16,14,46
11/12/16,11,21
11/13/16,13,39
11/14/16,12,22
11/15/16,11,17
11/16/16,7,9
11/17/16,13,20
11/18/16,10,13
11/19/16,10,12
11/20/16,12,17
11/21/16,21,43
11/22/16,21,59
11/23/16,22,32
11/24/16,11,31
11/25/16,25,34
11/26/16,21,29
11/27/16,5,7
11/28/16,15,22
11/29/16,34,60
11/30/16,26,42
12/1/16,44,58
12/2/16,8,10
12/3/16,4,7
12/4/16,8,26
12/5/16,9,61
12/6/16,10,21
12/7/16,10,17
12/8/16,7,16
12/9/16,7,30
12/10/16,6,11
12/11/16,7,10
12/12/16,9,19
12/13/16,9,29
12/14/16,7,23
12/15/16,10,51
12/16/16,9,41
12/17/16,27,56
12/18/16,7,10
12/19/16,15,23
12/20/16,11,26
12/21/16,12,16
12/22/16,16,51
12/23/16,14,72
12/24/16,7,13
12/25/16,11,18
12/26/16,8,17
12/27/16,5,7
12/28/16,8,20
12/29/16,7,17
12/30/16,12,30
12/31/16,8,18
,"6,054","16,555"
